protocol,k_force_baseline,k_force_drug,k_plus_SR_baseline,k_plus_SR_drug,k_minus_SR,k_xb,k1_plus_ref_baseline,k1_plus_ref_drug,k2_plus_baseline,k2_plus_drug,k3_plus_baseline,k3_plus_drug,k4_plus_ref_baseline,k4_plus_ref_drug,kB_plus_ref,kB_minus_ref,kCa_plus_ref,kCa_minus_ref,percent_drug,lambda,gamma_B,gamma_M,mu_B,mu_M,q,r,x_preR,x_xb,conc_ADP,conc_ATP,conc_Pi,delta_G_ATP,alpha,beta,eta,g_Cb,g_Ca,k_plus_SS,k_minus_SS,K_D,coop_N,k_plus_alt,k_minus_alt
1.0,0.2,0.2,16.0,16.0,20.237630000000003,5.0,0.004599,0.004817,0.0248525,0.023669,0.013394,0.012756,0.035557,0.033864,6.9896125,0.1,0.09,0.45763,0.0,0.0,31.65738,21.0,21.0,2.106616,1.0,1.0,0.0,0.075,3e-05,0.005,0.003,-13.0,0.0095455,0.7875,0.839599,0.0,1.0,0.0,0.0,3.7052,1.0,0.0,0.0
